stationId,obsTime,WDSD,TEMP,24R
466881,2023-09-01 20:10:00,0.7,26.4,3.5
466881,2023-09-01 20:20:00,1.2,26.5,3.5
466881,2023-09-01 20:30:00,0.9,26.4,3.5
466881,2023-09-01 20:40:00,1,26.4,3.5
466881,2023-09-01 20:50:00,1.1,26.4,3.5
466881,2023-09-01 21:00:00,0.8,26.4,3.5
466881,2023-09-01 21:10:00,1,26.4,3.5
466881,2023-09-01 21:20:00,0.4,26.3,3.5
466881,2023-09-01 21:30:00,0.8,26.3,3.5
466881,2023-09-01 21:40:00,0.9,26.2,3.5
466881,2023-09-01 21:50:00,0.8,26.1,3.5
466881,2023-09-01 22:00:00,0.9,26,3.5
466881,2023-09-01 22:10:00,0.7,26,3.5
466881,2023-09-01 22:20:00,0.6,26,3.5
466881,2023-09-01 22:30:00,0.5,26.1,3.5
466881,2023-09-01 22:40:00,0.5,26.2,3.5
466881,2023-09-01 22:50:00,0.4,26,3.5
466881,2023-09-01 23:00:00,0.3,25.9,3.5
466881,2023-09-01 23:10:00,0.7,26,3.5
466881,2023-09-01 23:20:00,1.1,26.2,3.5
466881,2023-09-01 23:30:00,0.9,26,3.5
466881,2023-09-01 23:40:00,0.7,25.9,3.5
466881,2023-09-01 23:50:00,0.9,25.9,4
466881,2023-09-02 00:00:00,0.5,25.9,4
466881,2023-09-02 00:10:00,0.8,25.8,0
466881,2023-09-02 00:20:00,1.2,25.8,0
466881,2023-09-02 00:30:00,0.9,25.8,0
466881,2023-09-02 00:40:00,0.6,25.7,0
466881,2023-09-02 00:50:00,0.7,25.6,0
466881,2023-09-02 01:00:00,0.7,25.6,0
466881,2023-09-02 01:10:00,1.2,25.6,0
466881,2023-09-02 01:20:00,0.8,25.6,0
466881,2023-09-02 01:30:00,0.8,25.6,0
466881,2023-09-02 01:40:00,0.9,25.5,0
466881,2023-09-02 01:50:00,1,25.5,0
466881,2023-09-02 02:00:00,1.1,25.5,0
466881,2023-09-02 02:10:00,1.2,25.5,0
466881,2023-09-02 02:20:00,1.1,25.5,0
466881,2023-09-02 02:30:00,1.2,25.5,0
466881,2023-09-02 02:40:00,0.3,25.5,0
466881,2023-09-02 02:50:00,0.7,25.4,0
466881,2023-09-02 03:00:00,0.5,25.4,0
466881,2023-09-02 03:10:00,0.6,25.3,0
466881,2023-09-02 03:20:00,0.9,25.3,0
466881,2023-09-02 03:30:00,1,25.3,0
466881,2023-09-02 03:40:00,0.9,25.4,0
466881,2023-09-02 03:50:00,0.2,25.5,0
466881,2023-09-02 04:00:00,0.5,25.4,0
466881,2023-09-02 04:10:00,0.3,25.4,0
466881,2023-09-02 04:20:00,0,25.3,0
466881,2023-09-02 04:30:00,0.3,25.4,0
466881,2023-09-02 04:40:00,0.1,25.5,0
466881,2023-09-02 04:50:00,0.8,25.5,0
466881,2023-09-02 05:00:00,0.3,25.5,0
466881,2023-09-02 05:10:00,0.1,25.6,0
466881,2023-09-02 05:20:00,0.4,25.5,0
466881,2023-09-02 05:30:00,0.5,25.5,0
466881,2023-09-02 05:40:00,0.8,25.6,0
466881,2023-09-02 05:50:00,0.6,25.6,0
466881,2023-09-02 06:00:00,0.3,25.7,0
466881,2023-09-02 06:10:00,0.6,25.8,-990
466881,2023-09-02 06:20:00,1.6,25.7,-990
466881,2023-09-02 06:30:00,2,25.8,0.5
466881,2023-09-02 06:40:00,1.4,25.9,0.5
466881,2023-09-02 06:50:00,1.8,26,0.5
466881,2023-09-02 07:00:00,2.1,25.9,1
466881,2023-09-02 07:10:00,1.6,26.1,1.5
466881,2023-09-02 07:20:00,0.8,26.1,1.5
466881,2023-09-02 07:30:00,1.2,26.2,1.5
466881,2023-09-02 07:40:00,2,26.3,1.5
466881,2023-09-02 07:50:00,2.3,26.7,1.5
466881,2023-09-02 08:00:00,2.9,26.8,1.5
466881,2023-09-02 08:10:00,2.6,27,1.5
466881,2023-09-02 08:20:00,2.6,27.2,1.5
466881,2023-09-02 08:30:00,2.4,27.9,1.5
466881,2023-09-02 08:40:00,2.1,28,1.5
466881,2023-09-02 08:50:00,1.2,28.1,1.5
466881,2023-09-02 09:00:00,0.8,27.8,1.5
466881,2023-09-02 09:10:00,0.2,27.3,1.5
466881,2023-09-02 09:20:00,1.9,27.4,1.5
466881,2023-09-02 09:30:00,2.2,27.4,1.5
466881,2023-09-02 09:40:00,1.4,27.8,1.5
466881,2023-09-02 09:50:00,1.5,27.6,2
466881,2023-09-02 10:00:00,1,27.5,2
466881,2023-09-02 10:10:00,1,27.5,2
466881,2023-09-02 10:20:00,0.4,27.7,2
466881,2023-09-02 10:30:00,1.2,27.9,2
466881,2023-09-02 10:40:00,1.1,28.2,2
466881,2023-09-02 10:50:00,1.4,29,2
466881,2023-09-02 11:00:00,1.2,28.5,2
466881,2023-09-02 11:10:00,2.1,27.8,2
466881,2023-09-02 11:20:00,2.5,27.8,2
466881,2023-09-02 11:30:00,2,28,2
466881,2023-09-02 11:40:00,1.7,28.3,2
466881,2023-09-02 11:50:00,1.5,28,2
466881,2023-09-02 12:00:00,1.3,27.9,2.5
466881,2023-09-02 12:10:00,1.9,27.7,4
466881,2023-09-02 12:20:00,2.3,27.5,4
466881,2023-09-02 12:30:00,1.7,27.5,5
466881,2023-09-02 12:40:00,1.5,27.9,5
466881,2023-09-02 12:50:00,1.1,29,5
466881,2023-09-02 13:00:00,2,29.5,5
466881,2023-09-02 13:10:00,1.9,30.2,5
466881,2023-09-02 13:20:00,1.8,31,5
466881,2023-09-02 13:30:00,1.8,31.5,5
466881,2023-09-02 13:40:00,2.3,31.6,5
466881,2023-09-02 13:50:00,3.1,31.5,5
466881,2023-09-02 14:00:00,2.7,31.7,5
466881,2023-09-02 14:10:00,3.5,31.9,5
466881,2023-09-02 14:20:00,3.5,31.6,5
466881,2023-09-02 14:30:00,2.2,30.8,5
466881,2023-09-02 14:40:00,3.2,29.2,5
466881,2023-09-02 14:50:00,1.9,29.1,5
466881,2023-09-02 15:00:00,1.9,29.9,5.5
466881,2023-09-02 15:10:00,2,30.6,5.5
466881,2023-09-02 15:20:00,2.7,30.7,5.5
466881,2023-09-02 15:30:00,3.1,30.8,5.5
466881,2023-09-02 15:40:00,2.6,30.8,5.5
466881,2023-09-02 15:50:00,2,31.3,5.5
466881,2023-09-02 16:00:00,2.2,31.5,5.5
466881,2023-09-02 16:10:00,2.6,31.1,5.5
466881,2023-09-02 16:20:00,2.3,31.1,5.5
466881,2023-09-02 16:30:00,3.2,31.2,5.5
466881,2023-09-02 16:40:00,2.4,30.7,5.5
466881,2023-09-02 16:50:00,2.4,30.8,5.5
466881,2023-09-02 17:00:00,2.1,30.5,5.5
466881,2023-09-02 17:10:00,2.1,30.3,5.5
466881,2023-09-02 17:20:00,1.9,30,5.5
466881,2023-09-02 17:30:00,1.8,29.5,5.5
466881,2023-09-02 17:40:00,2.4,29.4,5.5
466881,2023-09-02 17:50:00,2.7,29.4,5.5
466881,2023-09-02 18:00:00,2.2,28.9,5.5
466881,2023-09-02 18:10:00,2.7,29,5.5
466881,2023-09-02 18:20:00,2.1,28.8,5.5
466881,2023-09-02 18:30:00,1.9,28.2,5.5
466881,2023-09-02 18:40:00,1.5,28,5.5
466881,2023-09-02 18:50:00,1.2,27.5,5.5
466881,2023-09-02 19:00:00,1.3,27.5,5.5
466881,2023-09-02 19:10:00,0.9,27.2,5.5
466881,2023-09-02 19:20:00,1.1,27.1,5.5
466881,2023-09-02 19:30:00,1.1,26.8,5.5
466881,2023-09-02 19:40:00,1.6,27.1,5.5
466881,2023-09-02 19:50:00,1.6,27,5.5
466881,2023-09-02 20:00:00,1.4,26.7,5.5
466881,2023-09-02 20:10:00,1.4,26.6,5.5
466881,2023-09-02 20:20:00,1.5,26.6,5.5
466881,2023-09-02 20:30:00,2.1,26.9,5.5
466881,2023-09-02 20:40:00,2.1,26.9,5.5
466881,2023-09-02 20:50:00,2,27.1,5.5
466881,2023-09-02 21:00:00,1.7,27,5.5
466881,2023-09-02 21:10:00,1.4,26.8,5.5
466881,2023-09-02 21:20:00,2.1,27,5.5
466881,2023-09-02 21:30:00,2.2,27,5.5
466881,2023-09-02 21:40:00,1.3,26.9,5.5
466881,2023-09-02 21:50:00,1.1,26.8,5.5
466881,2023-09-02 22:00:00,0.9,26.5,6
466881,2023-09-02 22:10:00,0.7,26.1,8.5
466881,2023-09-02 22:20:00,0.5,26.1,9
466881,2023-09-02 22:30:00,0.1,25.9,9
466881,2023-09-02 22:40:00,0.2,26.1,9
466881,2023-09-02 22:50:00,1.5,25.9,9.5
466881,2023-09-02 23:00:00,2.4,25.9,11.5
466881,2023-09-02 23:10:00,1.9,26,11.5
466881,2023-09-02 23:20:00,1.7,26,11.5
466881,2023-09-02 23:30:00,1.5,25.8,11.5
466881,2023-09-02 23:40:00,1.5,25.8,11.5
466881,2023-09-02 23:50:00,1.3,25.7,11.5
466881,2023-09-03 00:00:00,1.4,25.6,11.5
466881,2023-09-03 00:10:00,1.2,25.6,0
466881,2023-09-03 00:20:00,0.7,25.5,0
466881,2023-09-03 00:30:00,0.5,25.5,0
466881,2023-09-03 00:40:00,0.6,25.5,0
466881,2023-09-03 00:50:00,0.6,25.5,0
466881,2023-09-03 01:00:00,0.4,25.5,0
466881,2023-09-03 01:10:00,0.5,25.5,0
466881,2023-09-03 01:20:00,0.2,25.4,0
466881,2023-09-03 01:30:00,0.4,25.5,0
466881,2023-09-03 01:40:00,0.1,25.5,0
466881,2023-09-03 01:50:00,0.9,25.6,0.5
466881,2023-09-03 02:00:00,2.5,25.8,0.5
466881,2023-09-03 02:10:00,3,26.1,0.5
466881,2023-09-03 02:20:00,2,26.2,1
466881,2023-09-03 02:30:00,1.1,26.1,1
466881,2023-09-03 02:40:00,1.1,26,1
466881,2023-09-03 02:50:00,1.7,25.9,1.5
466881,2023-09-03 03:00:00,1.5,25.9,1.5
466881,2023-09-03 03:10:00,0.2,25.9,1.5
466881,2023-09-03 03:20:00,0.6,25.8,1.5
466881,2023-09-03 03:30:00,0.5,25.9,2
466881,2023-09-03 03:40:00,0.4,25.9,2
466881,2023-09-03 03:50:00,0.5,25.8,2
466881,2023-09-03 04:00:00,1.2,25.9,2
466881,2023-09-03 04:10:00,1.1,25.9,2
466881,2023-09-03 04:20:00,0.5,25.9,2
466881,2023-09-03 04:30:00,0.6,25.8,2
466881,2023-09-03 04:40:00,1.4,25.8,2
466881,2023-09-03 04:50:00,2.2,25.9,3
466881,2023-09-03 05:00:00,1.8,25.9,3
466881,2023-09-03 05:10:00,1.2,25.9,3.5
466881,2023-09-03 05:20:00,1.4,25.9,3.5
466881,2023-09-03 05:30:00,1.4,26,4
466881,2023-09-03 05:40:00,1.1,26,4
466881,2023-09-03 05:50:00,1.1,25.9,4
466881,2023-09-03 06:00:00,1.8,26,4
466881,2023-09-03 06:10:00,1.5,26.1,4
466881,2023-09-03 06:20:00,1.1,26.1,4
466881,2023-09-03 06:30:00,0.7,26.2,4
466881,2023-09-03 06:40:00,1.5,26.4,4
466881,2023-09-03 06:50:00,2.4,26.4,4
466881,2023-09-03 07:00:00,2,26.8,4
466881,2023-09-03 07:10:00,1.9,27.1,4
466881,2023-09-03 07:20:00,1.1,27.1,4
466881,2023-09-03 07:30:00,1.6,27.3,4
466881,2023-09-03 07:40:00,3.2,27,4.5
466881,2023-09-03 07:50:00,2.5,26.9,4.5
466881,2023-09-03 08:00:00,2.8,27.2,5
466881,2023-09-03 08:10:00,3.1,27.6,5
466881,2023-09-03 08:20:00,2.4,28.1,5
466881,2023-09-03 08:30:00,2.8,28.1,5
466881,2023-09-03 08:40:00,3.6,27.8,5
466881,2023-09-03 08:50:00,3.4,27.5,5
466881,2023-09-03 09:00:00,3,27.6,5.5
466881,2023-09-03 09:10:00,2.6,27.4,5.5
466881,2023-09-03 09:20:00,2.7,27.8,5.5
466881,2023-09-03 09:30:00,3,27.9,5.5
466881,2023-09-03 09:40:00,3.5,28.2,6
466881,2023-09-03 09:50:00,2.4,28.2,6
466881,2023-09-03 10:00:00,2.5,28.8,6
466881,2023-09-03 10:10:00,2.8,28.8,6
466881,2023-09-03 10:20:00,2.6,29.1,6
466881,2023-09-03 10:30:00,2.8,28.3,6
466881,2023-09-03 10:40:00,3.3,28.8,6
466881,2023-09-03 10:50:00,3.4,28.6,6
466881,2023-09-03 11:00:00,3.6,28.6,6
466881,2023-09-03 11:10:00,4.9,28.1,6
466881,2023-09-03 11:20:00,4.8,28.4,6
466881,2023-09-03 11:30:00,4.5,28.6,6
466881,2023-09-03 11:40:00,4.4,28,6
466881,2023-09-03 11:50:00,4.8,28.2,6
466881,2023-09-03 12:00:00,5.3,28.3,6
466881,2023-09-03 12:10:00,4.3,28.3,6
466881,2023-09-03 12:20:00,3.3,28.1,6
466881,2023-09-03 12:30:00,5.5,26,13
466881,2023-09-03 12:40:00,3.4,26,13.5
466881,2023-09-03 12:50:00,3.1,26.4,13.5
466881,2023-09-03 13:00:00,2.8,26.5,14
466881,2023-09-03 13:10:00,3.5,26.5,14
466881,2023-09-03 13:20:00,3.7,26.7,14
466881,2023-09-03 13:30:00,3.9,26.4,14.5
466881,2023-09-03 13:40:00,4.5,26.2,14.5
466881,2023-09-03 13:50:00,4,26.1,14.5
466881,2023-09-03 14:00:00,4.3,26.2,15
466881,2023-09-03 14:10:00,4.3,26.3,15
466881,2023-09-03 14:20:00,3.9,26.7,15
466881,2023-09-03 14:30:00,3.7,27.1,15
466881,2023-09-03 14:40:00,3.9,27.4,15
466881,2023-09-03 14:50:00,3.9,27.8,15
466881,2023-09-03 15:00:00,5.2,27.5,15
466881,2023-09-03 15:10:00,5.3,27.6,15
466881,2023-09-03 15:20:00,4.8,27.5,15
466881,2023-09-03 15:30:00,5,27.7,15
466881,2023-09-03 15:40:00,5.1,27.6,15
466881,2023-09-03 15:50:00,4.6,27.5,15
466881,2023-09-03 16:00:00,5.9,27.3,15.5
466881,2023-09-03 16:10:00,5.2,27,15.5
466881,2023-09-03 16:20:00,3.7,26.6,15.5
466881,2023-09-03 16:30:00,4.5,26.2,15.5
466881,2023-09-03 16:40:00,3.1,26.3,15.5
466881,2023-09-03 16:50:00,3.7,26.6,15.5
466881,2023-09-03 17:00:00,4.5,26.7,15.5
466881,2023-09-03 17:10:00,4.9,26.3,15.5
466881,2023-09-03 17:20:00,5.4,26.5,15.5
466881,2023-09-03 17:30:00,4.9,26.6,15.5
466881,2023-09-03 17:40:00,6.6,26.8,15.5
466881,2023-09-03 17:50:00,5.3,26.6,15.5
466881,2023-09-03 18:00:00,5.3,26.6,15.5
466881,2023-09-03 18:10:00,5.9,26.8,15.5
466881,2023-09-03 18:20:00,6,26.7,15.5
466881,2023-09-03 18:30:00,4.8,26.6,15.5
466881,2023-09-03 18:40:00,5.8,26.4,15.5
466881,2023-09-03 18:50:00,5.8,26.5,15.5
466881,2023-09-03 19:00:00,4.6,26.7,15.5
466881,2023-09-03 19:10:00,4.6,26.9,15.5
466881,2023-09-03 19:20:00,5.4,27,15.5
466881,2023-09-03 19:30:00,4.7,26.7,15.5
466881,2023-09-03 19:40:00,3.9,26.6,15.5
466881,2023-09-03 19:50:00,4.7,26.6,15.5
466881,2023-09-03 20:00:00,4.4,26.9,15.5
466881,2023-09-03 20:10:00,4.5,26.7,15.5
466881,2023-09-03 20:20:00,4.1,26.7,16
466881,2023-09-03 20:30:00,3.6,26.3,16.5
466881,2023-09-03 20:40:00,4.7,26.4,16.5
466881,2023-09-03 20:50:00,4.2,26.3,17
466881,2023-09-03 21:00:00,5.3,26.4,18
466881,2023-09-03 21:10:00,5,26.2,19.5
466881,2023-09-03 21:20:00,4.7,25.9,21
466881,2023-09-03 21:30:00,5.4,26,21.5
466881,2023-09-03 21:40:00,4.3,26,22
466881,2023-09-03 21:50:00,4.8,26.3,22
466881,2023-09-03 22:00:00,4.7,26.4,23
466881,2023-09-03 22:10:00,5.1,26.3,23.5
466881,2023-09-03 22:20:00,5,26.5,24
466881,2023-09-03 22:30:00,4.8,26.3,25
466881,2023-09-03 22:40:00,6.1,26,26
466881,2023-09-03 22:50:00,6,25.9,26.5
466881,2023-09-03 23:00:00,4.5,25.8,28
466881,2023-09-03 23:10:00,5.3,25.9,28
466881,2023-09-03 23:20:00,4.8,26,28
466881,2023-09-03 23:30:00,4.8,26.5,28
466881,2023-09-03 23:40:00,5.6,26.8,28.5
466881,2023-09-03 23:50:00,5.2,26.3,29
466881,2023-09-04 00:00:00,5,26.4,29
466881,2023-09-04 00:10:00,5,26.7,0
466881,2023-09-04 00:20:00,5.4,27,0
466881,2023-09-04 00:30:00,4.5,26.7,0
466881,2023-09-04 00:40:00,5.2,26.9,0.5
466881,2023-09-04 00:50:00,6,27.1,0.5
466881,2023-09-04 01:00:00,4.4,27,1
466881,2023-09-04 01:10:00,4.3,26.6,1
466881,2023-09-04 01:20:00,4.9,26.7,1
466881,2023-09-04 01:30:00,5.8,27.1,1
466881,2023-09-04 01:40:00,5,27.2,1.5
466881,2023-09-04 01:50:00,5,27,1.5
466881,2023-09-04 02:00:00,5.6,27.1,1.5
466881,2023-09-04 02:10:00,5.1,26.7,2
466881,2023-09-04 02:20:00,3.9,26.7,2.5
466881,2023-09-04 02:30:00,4.9,26.9,3
466881,2023-09-04 02:40:00,5.4,26.7,4
466881,2023-09-04 02:50:00,4.3,26.6,4
466881,2023-09-04 03:00:00,4.8,26.4,6
466881,2023-09-04 03:10:00,4.4,26.5,7
466881,2023-09-04 03:20:00,5.1,26.6,7.5
466881,2023-09-04 03:30:00,4.9,26.9,8
466881,2023-09-04 03:40:00,4.6,26.6,8.5
466881,2023-09-04 03:50:00,4.9,27,8.5
466881,2023-09-04 04:00:00,4.3,27.2,9
466881,2023-09-04 04:10:00,3.5,26.7,9.5
466881,2023-09-04 04:20:00,4.5,26.8,10.5
466881,2023-09-04 04:30:00,4.2,26.7,11
466881,2023-09-04 04:40:00,4.5,26.9,11.5
466881,2023-09-04 04:50:00,5,27.2,11.5
466881,2023-09-04 05:00:00,5.2,26.9,12
466881,2023-09-04 05:10:00,4.9,26.7,12.5
466881,2023-09-04 05:20:00,4.6,26.8,13.5
466881,2023-09-04 05:30:00,5.3,26.7,14.5
466881,2023-09-04 05:40:00,6.7,27,15
466881,2023-09-04 05:50:00,6,27,15.5
466881,2023-09-04 06:00:00,5.6,26.9,15.5
466881,2023-09-04 06:10:00,5.6,27.1,17
466881,2023-09-04 06:20:00,5.7,27.4,17.5
466881,2023-09-04 06:30:00,6.3,27.5,18
466881,2023-09-04 06:40:00,5,27.5,18
466881,2023-09-04 06:50:00,4.3,27.3,18
466881,2023-09-04 07:00:00,4.2,27.2,18.5
466881,2023-09-04 07:10:00,4.1,27.1,19
466881,2023-09-04 07:20:00,3.8,26.8,21
466881,2023-09-04 07:30:00,3.9,26.9,21
466881,2023-09-04 07:40:00,3.9,27,21.5
466881,2023-09-04 07:50:00,6.1,27.2,21.5
466881,2023-09-04 08:00:00,4.9,27.3,21.5
466881,2023-09-04 08:10:00,5,27,22.5
466881,2023-09-04 08:20:00,6.1,27,23.5
466881,2023-09-04 08:30:00,5.2,27.3,23.5
466881,2023-09-04 08:40:00,5.1,27.3,24
466881,2023-09-04 08:50:00,4.7,27.3,24
466881,2023-09-04 09:00:00,4.2,27.4,24
466881,2023-09-04 09:10:00,4.8,28,24
466881,2023-09-04 09:20:00,4.9,28.1,24
466881,2023-09-04 09:30:00,4.3,27.7,24
466881,2023-09-04 09:40:00,5.2,27.8,24
466881,2023-09-04 09:50:00,4.7,28.1,24
466881,2023-09-04 10:00:00,4.9,28,24
466881,2023-09-04 10:10:00,4.5,28.1,24
466881,2023-09-04 10:20:00,4.6,28.1,24.5
466900,2023-09-01 00:00:00,1.5,26.8,3.5
466900,2023-09-01 00:10:00,0.7,26.7,0.5
466900,2023-09-01 00:20:00,1.8,26.9,3.5
466900,2023-09-01 00:30:00,1.3,26.8,4
466900,2023-09-01 00:40:00,2.2,26.7,4.5
466900,2023-09-01 00:50:00,1.5,26.7,4.5
466900,2023-09-01 01:00:00,2.1,26.7,4.5
466900,2023-09-01 01:10:00,1.8,26.8,4.5
466900,2023-09-01 01:20:00,2.6,26.8,4.5
466900,2023-09-01 01:30:00,1.4,26.8,5
466900,2023-09-01 01:40:00,1.7,26.6,5.5
466900,2023-09-01 01:50:00,1.2,26.5,5.5
466900,2023-09-01 02:00:00,1.9,26.5,5.5
466900,2023-09-01 02:10:00,0.6,26.5,5.5
466900,2023-09-01 02:20:00,1.1,26.6,8.5
466900,2023-09-01 02:30:00,1.1,26.5,8.5
466900,2023-09-01 02:40:00,0.7,26.5,9
466900,2023-09-01 02:50:00,1.3,26.4,9
466900,2023-09-01 03:00:00,1.9,26.5,9
466900,2023-09-01 03:10:00,0.8,26.5,9
466900,2023-09-01 03:20:00,0.5,26.4,9
466900,2023-09-01 03:30:00,2.2,26.5,9
466900,2023-09-01 03:40:00,1.7,26.5,9
466900,2023-09-01 03:50:00,1.8,26.5,9
466900,2023-09-01 04:00:00,2.5,26.4,9
466900,2023-09-01 04:10:00,3,26.5,9.5
466900,2023-09-01 04:20:00,2,26.1,9.5
466900,2023-09-01 04:30:00,1.4,26,9.5
466900,2023-09-01 04:40:00,1.8,26,9.5
466900,2023-09-01 04:50:00,1.5,26,9.5
466900,2023-09-01 05:00:00,1.5,26.2,9.5
466900,2023-09-01 05:10:00,2.2,26.1,9.5
